spp,approx,error
330,0.07272727272727272,0.05293643341631901
331,0.09667673716012083,0.028986968983470904
332,0.10843373493975902,0.01722997120383271
333,0.14414414414414417,0.018480438000552435
334,0.10778443113772454,0.017879275005867196
335,0.11940298507462686,0.006260721068964872
336,0.10714285714285714,0.0185208490007346
337,0.0712166172106825,0.05444708893290924
338,0.1656804733727811,0.04001676722918937
339,0.1415929203539823,0.015929214210390563
340,0.08235294117647059,0.04331076496712115
341,0.12903225806451615,0.0033685519209244175
342,0.15204678362573099,0.02638307748213925
343,0.10495626822157436,0.020707437922017374
344,0.05813953488372093,0.06752417125987081
345,0.13913043478260873,0.01346672863901699
346,0.03468208092485549,0.09098162521873625
347,0.08069164265129682,0.04497206349229492
348,0.10344827586206896,0.02221543028152277
349,0.11461318051575933,0.011050525627832403
350,0.17142857142857143,0.045764865284979694
351,0.170940170940171,0.04527646479657926
352,0.13636363636363638,0.010699930220044646
353,0.11331444759206802,0.012349258551523717
354,0.13559322033898308,0.009929514195391342
355,0.19154929577464797,0.06588558963105623
356,0.11235955056179775,0.013304155581793986
357,0.13445378151260504,0.0087900753690133
358,0.1229050279329609,0.0027586782106308327
359,0.10027855153203342,0.02538515461155831
360,0.08888888888888889,0.03677481725470284
361,0.19944598337950145,0.07378227723590972
362,0.09944751381215469,0.026216192331437044
363,0.0881542699724518,0.03750943617113994
364,0.17582417582417578,0.05016046968058405
365,0.07671232876712328,0.04895137737646846
366,0.14207650273224046,0.01641279658864872
367,0.15258855585831058,0.02692484971471884
368,0.06521739130434782,0.06044631483924391
369,0.13008130081300814,0.004417594669416408
370,0.1837837837837838,0.05812007764019206
371,0.09703504043126684,0.02862866571232489
372,0.07526881720430109,0.050394888939290644
373,0.23592493297587142,0.11026122683227968
374,0.16042780748663096,0.03476410134303923
375,0.1386666666666667,0.013002960523074952
376,0.09574468085106383,0.029919025292527907
377,0.08488063660477453,0.040783069538817204
378,0.12698412698412698,0.0013204208405352413
379,0.13720316622691292,0.011539460083321185
380,0.1789473684210527,0.05328366227746095
381,0.07349081364829396,0.052172892495297774
382,0.11518324607329841,0.010480460070293324
383,0.13577023498694515,0.010106528843353418
384,0.07291666666666666,0.05274703947692508
385,0.07272727272727274,0.052936433416319
386,0.1968911917098446,0.07122748556625286
387,0.186046511627907,0.060382805484315266
388,0.11340206185567012,0.01226164428792162
389,0.16452442159383032,0.03886071545023859
390,0.1435897435897436,0.01792603744615187
391,0.1432225063938619,0.01755880025027015
392,0.1020408163265306,0.023622889817061135
393,0.14249363867684484,0.0168299325332531
394,0.06091370558375635,0.06475000055983539
395,0.12151898734177215,0.0041447188018195885
396,0.10101010101010101,0.024653605133490727
397,0.15113350125944583,0.025469795115854094
398,0.10050251256281408,0.02516119358077766
399,0.19047619047619047,0.06481248433259873
400,0.09999999999999999,0.025663706143591744
401,0.07980049875311722,0.04586320739047452
402,0.10945273631840793,0.016210969825183802
403,0.10918114143920593,0.016482564704385805
404,0.1485148514851485,0.022851145341556772
405,0.12839506172839507,0.0027313555848033355
406,0.12807881773399016,0.002415111590398422
407,0.07862407862407862,0.047039627519513114
408,0.06862745098039216,0.05703625516319957
409,0.0880195599022005,0.03764414624139123
410,0.16585365853658537,0.04018995239299364
411,0.11678832116788322,0.008875384975708514
412,0.116504854368932,0.009158851774659735
413,0.10653753026634386,0.01912617587724788
414,0.14492753623188404,0.0192638300882923
415,0.12530120481927715,0.00036250132431459026
416,0.13461538461538458,0.008951678471792845
417,0.13429256594724218,0.00862885980365044
418,0.17224880382775115,0.046585097684159416
419,0.1336515513126492,0.007987845169057456
420,0.12380952380952379,0.0018541823340679497
421,0.10451306413301666,0.02115064201057508
422,0.1042654028436019,0.021398303299989832
423,0.18912529550827428,0.06346158936468255
424,0.1320754716981132,0.00641176555452147
425,0.12235294117647061,0.003310764967121127
426,0.11267605633802814,0.012987649805563592
427,0.1405152224824356,0.014851516338843851
428,0.07476635514018691,0.050897351003404825
429,0.14918414918414918,0.02352044304055745
430,0.15813953488372093,0.03247582874012919
431,0.11136890951276102,0.01429479663083072
432,0.09259259259259259,0.03307111355099915
433,0.12009237875288681,0.005571327390704928
434,0.15668202764976955,0.03101832150617781
435,0.09195402298850575,0.03370968315508599
436,0.09174311926605505,0.033920586877536685
437,0.09153318077803203,0.0341305253655597
438,0.1187214611872146,0.0069422449563771305
439,0.17312072892938493,0.047457022785793196
440,0.1272727272727273,0.0016090211291355516
441,0.11791383219954651,0.007749873944045221
442,0.14479638009049772,0.019132673946905987
443,0.16252821670428896,0.03686451056069723
444,0.13513513513513514,0.009471428991543407
445,0.16179775280898873,0.03613404666539699
446,0.08968609865470852,0.03597760748888322
447,0.10738255033557044,0.018281155808021296
448,0.17857142857142852,0.052907722427836784
449,0.16926503340757237,0.04360132726398064
450,0.1511111111111111,0.025447404967519377
451,0.062084257206208415,0.06357944893738332
452,0.10619469026548672,0.01946901587810501
453,0.20309050772626927,0.07742680158267753
454,0.06167400881057269,0.06398969733301904
455,0.10549450549450547,0.02016920064908627
456,0.13157894736842105,0.00591524122482931
457,0.14004376367614885,0.014380057532557111
458,0.1572052401746724,0.031541534031080676
459,0.06100217864923747,0.06466152749435426
460,0.20000000000000007,0.07433629385640833
461,0.06073752711496746,0.06492617902862427
462,0.10389610389610389,0.021767602247487847
463,0.12095032397408205,0.004713382169509686
464,0.12931034482758624,0.0036466386839945075
465,0.0860215053763441,0.03964220076724763
466,0.08583690987124465,0.03982679627234709
467,0.04282655246252677,0.08283715368106497
468,0.10256410256410255,0.02309960357948919
469,0.1108742004264392,0.01478950571715254
470,0.18723404255319157,0.06157033640959983
471,0.08492569002123142,0.04073801612236032
472,0.10169491525423731,0.023968790889354427
473,0.1437632135306554,0.018099507387063674
474,0.14345991561181431,0.01779620946822258
475,0.15157894736842098,0.025915241224829244
476,0.12605042016806722,0.0003867140244754874
477,0.05870020964360587,0.06696349649998587
478,0.12552301255230122,0.00014069359129051384
479,0.19206680584551142,0.06640309970191968
480,0.15,0.02433629385640826
481,0.12474012474012475,0.0009235814034669887
482,0.0995850622406639,0.026078643902927842
483,0.14078674948240164,0.0151230433388099
484,0.15702479338842976,0.03136108724483802
485,0.14845360824742268,0.022789902103830945
486,0.13168724279835395,0.006023536654762213
487,0.07392197125256672,0.051741734891025015
488,0.17213114754098363,0.046467441397391895
489,0.11451942740286299,0.01114427874072875
490,0.1551020408163265,0.029438334672734767
491,0.08961303462321793,0.036050671520373806
492,0.11382113821138214,0.0118425679322096
493,0.08924949290060852,0.03641421324298322
494,0.10526315789473681,0.020400548248854927
495,0.14545454545454542,0.019790839310953684
496,0.10483870967741932,0.02082499646617242
497,0.12072434607645872,0.004939360067133011
498,0.14457831325301204,0.018914607109420306
499,0.1042084168336673,0.021455289309924436
500,0.10400000000000004,0.0216637061435917
501,0.12774451097804393,0.0020808048344521934
502,0.11952191235059756,0.006141793792994177
503,0.11928429423459247,0.006379411908999266
504,0.047619047619047616,0.07804465852454412
505,0.09504950495049508,0.030614201193096657
506,0.09486166007905135,0.030802046064540387
507,0.1577909270216963,0.03212722087810457
508,0.09448818897637795,0.031175517167213784
509,0.14145383104125733,0.015790124897665597
510,0.08627450980392157,0.03938919633967017
511,0.11741682974559686,0.008246876397994873
512,0.0859375,0.039726206143591736
513,0.12475633528265107,0.0009073708609406705
514,0.14007782101167315,0.014414114868081418
515,0.0854368932038835,0.04022681293970824
516,0.1705426356589148,0.044878929515323074
517,0.10831721470019345,0.017346491443398282
518,0.138996138996139,0.01333243285254726
519,0.13872832369942195,0.013064617555830216
520,0.15384615384615385,0.02818244770256212
521,0.11516314779270635,0.010500558350885383
522,0.1685823754789272,0.042918669335335474
523,0.12237093690248567,0.0032927692411060666
524,0.12213740458015267,0.0035263015634390688
525,0.17523809523809522,0.049574389094503485
526,0.1444866920152091,0.018822985871617376
527,0.13662239089184058,0.010958684748248848
528,0.07575757575757575,0.04990613038601599
529,0.10586011342155012,0.019803592722041616
530,0.09056603773584905,0.035097668407742685
531,0.15065913370998113,0.024995427566389394
532,0.15789473684210525,0.03223103069851352
533,0.12007504690431524,0.005588659239276497
534,0.11985018726591763,0.005813518877674104
535,0.1345794392523365,0.008915733108744772
536,0.0970149253731343,0.028648780770457433
537,0.12662942271880823,0.0009657165752164909
538,0.1189591078066914,0.006704598336900333
539,0.07421150278293136,0.05145220336066038
540,0.1333333333333333,0.007669627189741568
541,0.19223659889094274,0.06657289274735101
542,0.1328413284132841,0.007177622269692374
543,0.17679558011049729,0.05113187396690555
544,0.10294117647058824,0.02272252967300349
545,0.10275229357798166,0.02291141256561008
546,0.15384615384615385,0.02818244770256212
547,0.07312614259597806,0.05253756354761367
548,0.11678832116788324,0.0088753849757085
549,0.10200364298724958,0.023660063156342157
550,0.09454545454545456,0.031118251598137178
551,0.1379310344827586,0.012267328339166855
552,0.09420289855072465,0.03146080759286708
553,0.09403254972875226,0.031631156414839476
554,0.18772563176895304,0.06206192562536131
555,0.11531531531531529,0.010348390828276446
556,0.10071942446043163,0.02494428168316011
557,0.15080789946140027,0.02514419331780854
558,0.15053763440860218,0.024873928265010448
559,0.06440071556350625,0.06126299058008548
560,0.15714285714285717,0.03147915099926543
561,0.12834224598930477,0.002678539845713035
562,0.12099644128113882,0.004667264862452919
563,0.14209591474245112,0.016432208598859382
564,0.12765957446808507,0.001995868324493333
565,0.13451327433628318,0.008849568192691448
566,0.09893992932862189,0.026723776814969846
567,0.1128747795414462,0.012788926602145534
568,0.14788732394366197,0.022223617800070233
569,0.11950790861159932,0.006155797531992413
570,0.1824561403508771,0.05679243420728536
571,0.09106830122591944,0.034595404917672296
572,0.1328671328671329,0.007203426723541156
573,0.11867364746945902,0.006990058674132715
574,0.09756097560975609,0.02810273053383565
575,0.16695652173913048,0.04129281559553874
576,0.11111111111111115,0.01455259503248059
577,0.12478336221837084,0.0008803439252208917
578,0.14532871972318334,0.019665013579591606
579,0.0690846286701209,0.05657907747347084
580,0.10344827586206896,0.02221543028152277
581,0.09638554216867473,0.029278163974917004
582,0.13058419243986258,0.004920486296270843
583,0.14408233276157803,0.018418626617986295
584,0.0684931506849315,0.05717055545866023
585,0.12307692307692313,0.0025867830666686104
586,0.08873720136518772,0.03692650477840402
587,0.08177172061328791,0.04389198553030382
588,0.16326530612244897,0.03760159997885723
589,0.15619694397283532,0.03053323782924358
590,0.08135593220338982,0.04430777394020191
591,0.1150592216582064,0.01060448448538534
592,0.16216216216216212,0.03649845601857038
593,0.12816188870151765,0.0024981825579259154
594,0.10774410774410771,0.017919598399484024
595,0.1344537815126051,0.008790075369013356
596,0.1342281879194631,0.008564481775871352
597,0.13400335008375205,0.008339643940160318
598,0.1337792642140468,0.008115558070455053
599,0.11352253756260434,0.012141168580987391
600,0.10666666666666667,0.018997039476925062
601,0.146422628951747,0.020758922808155278
602,0.106312292358804,0.019351413784787733
603,0.13266998341625205,0.007006277272660316
604,0.15231788079470207,0.026654174651110335
605,0.07272727272727272,0.05293643341631901
606,0.13861386138613857,0.012950155242546835
607,0.11202635914332783,0.013637347000263908
608,0.09868421052631576,0.026979495617275973
609,0.10509031198686375,0.020573394156727987
610,0.11147540983606559,0.014188296307526146
611,0.17021276595744686,0.044549059813855124
612,0.09150326797385622,0.03416043816973552
613,0.09787928221859707,0.027784423924994667
614,0.10423452768729645,0.021429178456295286
615,0.1495934959349593,0.02392978979136756
616,0.1233766233766234,0.002287082766968332
617,0.16207455429497566,0.03641084815138393
618,0.13592233009708746,0.010258623953495721
619,0.11631663974151862,0.009347066402073112
620,0.10322580645161293,0.022437899691978805
621,0.15458937198067632,0.028925665837084585
622,0.15434083601286175,0.028677129869270013
623,0.1284109149277688,0.0027472087841770576
624,0.12179487179487183,0.0038688343487199017
625,0.1536,0.02793629385640825
626,0.12140575079872204,0.004257955344869696
627,0.10845295055821372,0.017210755585378018
628,0.11464968152866241,0.011014024614929327
629,0.10810810810810811,0.01755559803548362
630,0.12698412698412703,0.0013204208405352968
631,0.13946117274167985,0.013797466598088115
632,0.12658227848101272,0.0009185723374209864
633,0.10110584518167459,0.024557860961917144
634,0.138801261829653,0.013137555686061259
635,0.12598425196850394,0.0003205458249121995
636,0.1509433962264151,0.025279690082823353
637,0.06279434850863423,0.0628693576349575
638,0.10658307210031351,0.019080634043278227
639,0.11267605633802821,0.012987649805563523
640,0.09375000000000001,0.03191370614359172
641,0.1372854914196568,0.011621785276065055
642,0.11214953271028037,0.013514173433311363
643,0.08709175738724727,0.03857194875634447
644,0.1677018633540373,0.04203815721044557
645,0.11162790697674418,0.014035799166847551
646,0.12383900928792572,0.001824696855666011
647,0.14219474497681603,0.016531038833224293
648,0.09876543209876543,0.02689827404482631
649,0.1355932203389831,0.00992951419539137
650,0.1292307692307692,0.003567063087177469
651,0.13517665130568354,0.009512945162091807
652,0.06134969325153374,0.06431401289205799
653,0.14701378254211336,0.021350076398521628
654,0.1039755351681957,0.021688170975396034
655,0.11603053435114503,0.009633171792446701
656,0.1280487804878049,0.0023850743442131728
657,0.1339421613394216,0.00827845519582987
658,0.11550151975683891,0.010162186386752828
659,0.1638846737481031,0.03822096760451135
660,0.1575757575757576,0.031912051432165855
661,0.16944024205748873,0.04377653591389699
662,0.13897280966767375,0.013309103524082017
663,0.11463046757164409,0.011033238571947643
664,0.10843373493975907,0.01722997120383267
665,0.1443609022556391,0.01869719611204737
666,0.12612612612612617,0.0004624199825344344
667,0.09595202398800601,0.029711682155585728
668,0.10778443113772458,0.017879275005867154
669,0.10762331838565019,0.018040387757941548
670,0.11940298507462692,0.006260721068964817
671,0.1073025335320417,0.018361172611550042
672,0.16666666666666677,0.04100296052307503
673,0.08320950965824667,0.04245419648534507
674,0.07715133531157269,0.04851237083201905
675,0.14814814814814817,0.022484442004556432
676,0.10059171597633139,0.025071990167260347
677,0.09453471196454946,0.031128994179042274
678,0.12979351032448377,0.004129804180892038
679,0.1708394698085421,0.04517576366495035
680,0.0823529411764706,0.043310764967121135
681,0.10572687224669605,0.019936833896895684
682,0.13489736070381228,0.009233654560220544
683,0.12884333821376281,0.003179632070171079
684,0.12280701754385964,0.0028566885997320934
685,0.1051094890510949,0.02055421709249683
686,0.14577259475218662,0.020108888608594888
687,0.14556040756914115,0.019896701425549418
688,0.1453488372093023,0.01968513106571057
689,0.1509433962264151,0.025279690082823353
690,0.11594202898550729,0.009721677158084446
691,0.10419681620839359,0.021466889935198144
692,0.13294797687861268,0.007284270735020942
693,0.1096681096681097,0.01599559647548203
694,0.14985590778097982,0.024192201637388083
695,0.1611510791366906,0.03548737299309887
696,0.10919540229885052,0.01646830384474121
697,0.13199426111908177,0.006330554975490038
698,0.14326647564469913,0.017602769501107396
699,0.13161659513590845,0.005952888992316718
700,0.09714285714285714,0.028520849000734594
701,0.11982881597717551,0.005834890166416223
702,0.0740740740740741,0.05158963206951764
703,0.11948790896159314,0.0061757971819985935
704,0.1647727272727272,0.039109021129135474
705,0.1361702127659574,0.010506506622365658
706,0.17563739376770535,0.04997368762411361
707,0.09052333804809053,0.03514036809550121
